0;0;0;0;land;false;unknown;0
1;168;190;233;land;true;plains;1
2;240;27;237;land;false;marsh;1
3;127;219;232;land;false;mountain;1
4;179;238;194;land;false;desert;1
5;253;47;221;land;false;mountain;1
6;233;169;149;land;false;plains;1
7;132;247;134;land;false;forest;1
8;164;224;236;land;false;plains;1
9;224;205;245;land;false;forest;1
10;183;203;137;land;true;plains;1
11;204;179;155;land;false;mountain;1
12;115;225;175;land;false;plains;1
13;169;174;227;land;false;plains;1
14;233;116;235;land;false;mountain;1
15;117;217;192;land;true;desert;1
16;160;245;162;land;false;plains;1
17;165;188;212;land;true;plains;1
18;228;251;105;land;false;hills;1
19;250;81;180;land;false;forest;1
20;173;102;231;land;false;plains;1
21;220;128;167;land;false;plains;1
22;251;240;247;land;false;jungle;1
23;114;235;192;land;false;mountain;1
24;231;152;221;land;true;plains;1
25;89;227;187;land;false;plains;1
26;235;218;83;land;false;mountain;1
27;223;186;232;land;false;plains;1
28;244;248;234;land;false;hills;1
29;155;237;248;land;false;plains;1
30;230;193;202;land;true;plains;1
31;150;187;213;land;false;plains;1
32;182;94;243;land;false;forest;1
33;244;133;187;land;false;mountain;1
34;195;226;234;land;true;forest;1
35;193;253;82;land;false;mountain;1
36;76;250;209;land;false;plains;1
37;189;66;251;land;false;urban;1
38;171;188;235;land;false;plains;1
39;226;45;253;land;false;mountain;1
40;165;198;177;land;false;desert;1
41;123;245;180;land;false;plains;1
42;229;153;138;land;false;desert;1
43;217;241;160;land;false;plains;1
44;112;230;242;land;false;plains;1
45;161;171;204;land;false;forest;1
46;167;179;254;land;false;desert;1
47;195;167;143;land;false;plains;1
48;248;92;216;land;false;plains;1
49;198;238;166;land;false;plains;1
50;120;221;202;land;false;mountain;1
51;125;250;170;land;false;forest;1
52;223;104;254;land;false;plains;1
53;234;141;198;land;false;mountain;1
54;246;157;234;land;true;plains;1
55;163;203;163;land;false;desert;1
56;217;233;201;land;false;mountain;1
57;147;212;216;land;false;hills;1
58;244;239;192;land;true;plains;1
59;223;105;196;land;false;marsh;1
60;42;252;246;land;false;forest;1
61;201;93;229;land;false;plains;1
62;252;202;183;land;false;plains;1
63;165;125;237;land;true;plains;1
64;246;88;254;land;false;forest;1
65;201;185;138;land;false;plains;1
66;118;195;245;land;false;plains;1
67;223;241;214;land;true;plains;1
68;228;177;107;land;false;plains;1
69;200;122;252;land;false;hills;1
70;188;156;184;land;false;plains;1
71;173;237;223;land;false;jungle;1
72;147;238;165;land;false;mountain;1
73;251;212;217;land;false;hills;1
74;184;199;178;land;false;plains;1
75;217;244;101;land;true;desert;1
76;239;88;231;land;false;plains;1
77;195;95;251;land;false;forest;1
78;174;137;216;land;false;mountain;1
79;247;182;215;land;false;plains;1
80;250;209;183;land;false;hills;1
81;194;179;234;land;false;hills;1
82;172;171;232;land;false;desert;1
83;228;231;235;land;false;desert;1
84;249;135;220;land;false;plains;1
85;253;133;240;land;true;desert;1
86;206;112;216;land;true;forest;1
87;183;230;151;land;false;mountain;1
88;227;73;226;land;false;plains;1
89;89;215;208;land;false;mountain;1
90;172;140;190;land;false;plains;1
91;162;132;234;land;false;plains;1
92;238;166;214;land;false;mountain;1
93;61;205;249;land;false;mountain;1
94;131;181;226;land;false;plains;1
95;230;235;196;land;true;jungle;1
96;214;229;141;land;false;plains;1
97;197;188;248;land;false;forest;1
98;218;108;196;land;false;mountain;1
99;230;200;231;land;false;plains;1
100;186;166;202;land;false;forest;1
101;244;158;116;land;false;desert;1
102;126;249;175;land;false;desert;1
103;143;138;235;land;false;forest;1
104;195;238;150;land;false;forest;1
105;170;198;170;land;false;plains;1
106;233;183;130;land;false;plains;1
107;206;241;252;land;false;forest;1
108;30;224;247;land;false;plains;1
109;241;247;65;land;true;plains;1
110;94;208;253;land;false;mountain;1
111;214;226;231;land;false;forest;1
112;188;216;155;land;false;forest;1
113;251;175;84;land;false;plains;1
114;150;254;134;land;false;hills;1
115;162;152;205;land;false;forest;1
116;253;213;131;land;false;hills;1
117;222;190;124;land;false;plains;1
118;237;214;119;land;false;hills;1
119;215;153;138;land;false;hills;1
120;176;186;187;land;false;plains;1
121;216;140;175;land;false;urban;1
122;223;224;143;land;true;plains;1
123;68;222;227;land;false;plains;1
124;228;180;141;land;false;plains;1
125;242;208;185;land;true;plains;1
126;225;189;185;land;false;forest;1
127;55;254;201;land;false;plains;1
128;163;227;139;land;true;plains;1
129;182;247;218;land;false;mountain;1
130;101;163;250;land;false;plains;1
131;230;236;91;land;true;plains;1
132;55;238;254;land;false;plains;1
133;221;140;240;land;true;urban;1
134;239;251;203;land;false;plains;1
135;207;167;162;land;true;plains;1
136;233;220;122;land;false;hills;1
137;202;132;241;land;true;plains;1
138;250;164;97;land;false;plains;1
139;242;121;243;land;false;desert;1
140;181;125;237;land;false;plains;1
141;246;96;250;land;false;forest;1
142;163;243;118;land;false;plains;1
143;132;239;213;land;false;mountain;1
144;176;246;214;land;false;desert;1
145;83;215;251;land;false;forest;1
146;106;245;205;land;false;jungle;1
147;215;123;178;land;false;forest;1
148;110;144;253;land;false;plains;1
149;206;241;219;land;true;plains;1
150;173;130;240;land;true;plains;1
151;207;228;112;land;true;plains;1
152;223;216;220;land;false;plains;1
153;241;241;190;land;false;plains;1
154;230;217;147;land;true;plains;1
155;177;225;172;land;false;plains;1
156;60;219;245;land;false;hills;1
157;135;191;194;land;false;mountain;1
158;219;132;180;land;false;hills;1
159;236;157;245;land;true;forest;1
160;220;231;162;land;false;jungle;1
161;201;216;151;land;false;plains;1
162;164;252;109;land;false;jungle;1
163;209;193;237;land;false;plains;1
164;78;236;252;land;false;plains;1
165;61;252;249;land;false;plains;1
166;250;60;195;land;false;plains;1
167;54;231;251;land;false;desert;1
168;208;230;221;land;false;plains;1
169;197;125;213;land;false;forest;1
170;230;158;183;land;true;plains;1
171;199;204;152;land;false;jungle;1
172;231;238;185;land;false;urban;1
173;209;212;149;land;false;marsh;1
174;160;123;225;land;false;plains;1
175;83;202;239;land;false;desert;1
176;239;228;193;land;false;plains;1
177;214;251;210;land;false;plains;1
178;216;192;222;land;false;marsh;1
179;126;249;170;land;false;plains;1
180;229;168;175;land;false;plains;1
181;223;64;226;land;false;plains;1
182;182;185;194;land;false;plains;1
183;218;166;185;land;false;hills;1
184;214;106;210;land;false;mountain;1
185;231;121;156;land;false;mountain;1
186;235;137;222;land;false;plains;1
187;228;194;131;land;false;mountain;1
188;94;234;213;land;false;plains;1
189;56;243;209;land;false;forest;1
190;171;216;223;land;false;plains;1
191;253;201;160;land;false;plains;1
192;221;236;110;land;false;mountain;1
193;146;227;226;land;false;plains;1
194;180;149;221;land;false;plains;1
195;233;144;129;land;false;forest;1
196;198;87;250;land;true;plains;1
197;186;84;252;land;false;plains;1
198;211;228;205;land;false;jungle;1
199;137;249;200;land;true;desert;1
200;190;236;177;land;false;plains;1
201;243;121;221;land;false;plains;1
202;172;238;179;land;false;plains;1
203;245;153;249;land;false;jungle;1
204;85;252;233;land;false;plains;1
205;245;188;149;land;false;plains;1
206;209;236;184;land;false;desert;1
207;187;150;186;land;true;plains;1
208;70;207;239;land;false;forest;1
209;211;119;245;land;false;jungle;1
210;199;247;103;land;false;forest;1
211;61;188;252;land;false;plains;1
212;241;245;28;land;false;forest;1
213;213;180;183;land;false;marsh;1
214;85;182;249;land;false;desert;1
215;166;202;186;land;true;plains;1
216;191;214;167;land;false;forest;1
217;247;223;119;land;true;plains;1
218;181;170;220;land;false;jungle;1
219;243;254;84;land;false;marsh;1
220;188;247;171;land;false;plains;1
221;204;246;100;land;false;desert;1
222;111;208;250;land;false;plains;1
223;88;251;207;land;false;mountain;1
224;133;181;250;land;false;desert;1
225;193;245;217;land;true;plains;1
226;179;150;187;land;false;forest;1
227;208;92;210;land;false;plains;1
228;203;163;150;land;false;marsh;1
229;227;248;90;land;true;forest;1
230;238;189;150;land;false;plains;1
231;161;240;247;land;true;plains;1
232;237;239;149;land;false;desert;1
233;236;114;171;land;false;forest;1
234;213;115;211;land;false;plains;1
235;206;251;113;land;false;desert;1
236;95;200;225;land;false;mountain;1
237;138;194;233;land;true;forest;1
238;110;149;249;land;false;plains;1
239;149;168;210;land;false;marsh;1
240;251;234;216;land;false;mountain;1
241;133;215;220;land;false;plains;1
242;95;240;191;land;false;plains;1
243;199;107;198;land;false;jungle;1
244;237;142;160;land;false;forest;1
245;179;187;245;land;false;forest;1
246;199;125;208;land;false;forest;1
247;220;126;198;land;false;hills;1
248;237;105;253;land;false;marsh;1
249;108;216;243;land;false;mountain;1
250;114;249;202;land;false;plains;1
251;179;161;215;land;true;plains;1
252;246;91;244;land;false;mountain;1
253;143;248;121;land;false;hills;1
254;170;233;212;land;false;plains;1
255;245;150;197;land;false;desert;1
256;248;81;176;land;false;mountain;1
257;154;211;249;land;true;plains;1
258;217;147;160;land;false;desert;1
259;192;240;95;land;false;plains;1
260;241;108;249;land;false;forest;1
261;112;240;254;land;false;plains;1
262;156;142;213;land;false;plains;1
263;245;77;186;land;false;mountain;1
264;171;163;224;land;false;desert;1
265;227;125;228;land;false;urban;1
266;242;158;236;land;false;desert;1
267;212;177;160;land;false;plains;1
